seed,position,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep
691027,Midfielder,74,91,89,94,20,39,39,600,1,0,54,50,70,false,50,50
691036,Defender,73,92,89,95,20,39,47,599,4,0,53,50,70,false,50,50
691037,Forward,64,90,88,92,20,39,161,600,0,0,53,50,70,false,50,50
691038,Midfielder,73,90,88,93,20,39,34,600,1,0,62,51,70,false,50,50
691039,Defender,75,90,87,93,20,39,54,600,4,0,61,51,70,false,50,50
691032,Forward,65,91,89,94,20,39,175,595,2,0,53,50,70,false,50,50
691033,Midfielder,74,90,88,93,20,39,23,595,4,0,52,50,70,false,50,50
691034,Defender,73,88,85,91,20,39,65,600,4,0,60,50,70,false,50,50
691035,Forward,65,94,92,96,20,39,186,600,2,0,60,50,70,false,50,50
691044,Midfielder,73,92,90,95,20,39,23,584,6,0,48,50,70,false,50,50
691045,Defender,72,89,87,93,20,39,57,583,1,0,49,50,70,false,50,50
691046,Forward,64,90,88,93,20,39,187,595,6,0,48,50,70,false,50,50
691047,Midfielder,74,90,85,93,20,39,42,595,3,0,48,50,70,false,50,50
691040,Defender,76,91,86,94,20,39,71,592,2,0,49,50,70,false,50,50
691041,Forward,65,91,90,94,20,39,188,593,8,0,49,50,70,false,50,50
691042,Midfielder,72,88,86,91,20,39,29,598,2,0,49,50,70,false,50,50
691043,Defender,74,91,88,95,20,39,56,598,1,0,49,50,70,false,50,50
691052,Forward,64,90,88,93,20,39,174,591,2,0,48,50,70,false,50,50
691053,Midfielder,75,92,87,94,20,39,30,591,0,0,49,50,70,false,50,50
691054,Defender,77,92,86,95,20,39,62,588,3,0,48,50,70,false,50,50
691055,Forward,64,91,90,94,20,39,180,587,1,0,48,50,70,false,50,50
691048,Midfielder,73,91,89,93,20,39,29,593,1,0,49,50,70,false,50,50
691049,Defender,78,93,89,96,20,39,58,591,5,0,49,50,70,false,50,50
691050,Forward,62,93,92,96,20,39,145,586,4,0,49,50,70,false,50,50
691051,Midfielder,70,85,82,87,20,39,34,588,4,0,49,50,70,false,50,50
691060,Defender,74,90,87,93,20,39,69,589,2,0,48,50,70,false,50,50
691061,Forward,66,93,91,95,20,39,179,590,1,0,49,50,70,false,50,50
691062,Midfielder,74,90,87,93,20,39,34,585,2,0,48,50,70,false,50,50
691063,Defender,75,90,87,94,20,39,54,585,1,0,48,50,70,false,50,50
691056,Forward,61,89,87,92,20,39,181,593,1,0,49,50,70,false,50,50
691057,Midfielder,72,90,88,93,20,39,35,594,2,0,49,50,70,false,50,50
691058,Defender,75,90,87,94,20,39,49,594,0,0,48,50,70,false,50,50
691059,Forward,66,93,91,96,20,39,172,596,1,0,48,50,70,false,50,50
691068,Midfielder,77,93,87,96,20,39,36,588,4,0,49,50,70,false,50,50
691069,Defender,73,88,85,92,20,39,60,592,4,0,49,50,70,false,50,50
691070,Forward,64,90,88,93,20,39,169,588,1,0,48,50,70,false,50,50
691071,Midfielder,73,89,85,92,20,39,33,590,2,0,48,50,70,false,50,50
691064,Defender,74,91,87,94,20,39,65,592,2,0,49,50,70,false,50,50
691065,Forward,64,90,88,93,20,39,163,592,2,0,50,50,70,false,50,50
691066,Midfielder,75,91,87,94,20,39,34,587,1,0,49,50,70,false,50,50
691067,Defender,77,93,87,96,20,39,62,587,8,0,49,50,70,false,50,50
690948,Forward,67,94,92,96,20,39,200,600,2,0,55,50,70,false,50,50
690949,Midfielder,76,92,90,95,20,39,30,600,3,0,55,50,70,false,50,50
690950,Defender,78,93,88,96,20,39,67,599,4,0,48,50,70,false,50,50
690951,Forward,65,92,90,94,20,39,166,600,1,0,48,50,70,false,50,50
690944,Midfielder,75,91,89,94,20,39,33,600,3,0,56,50,70,false,50,50
690945,Defender,74,89,86,93,20,39,60,600,5,0,55,50,70,false,50,50
690946,Forward,64,94,92,96,20,39,174,600,2,0,51,50,70,false,50,50
690947,Midfielder,75,91,88,94,20,39,23,600,2,0,50,50,70,false,50,50
690956,Defender,75,90,86,93,20,39,53,600,1,0,51,50,70,false,50,50
690957,Forward,63,90,89,93,20,39,177,600,2,0,51,50,70,false,50,50
690958,Midfielder,73,88,86,91,20,39,40,600,2,0,50,50,70,false,50,50
690959,Defender,75,89,87,93,20,39,58,600,2,0,51,50,70,false,50,50
690952,Forward,62,90,89,93,20,39,159,600,0,0,51,50,70,false,50,50
690953,Midfielder,76,92,89,95,20,39,38,600,1,0,51,50,70,false,50,50
690954,Defender,74,90,87,93,20,39,51,600,3,0,52,50,70,false,50,50
690955,Forward,65,91,89,94,20,39,204,600,7,0,52,50,70,false,50,50
690964,Midfielder,74,90,87,93,20,39,32,600,0,0,51,50,70,false,50,50
690965,Defender,76,91,86,94,20,39,66,600,1,0,53,50,70,false,50,50
690966,Forward,64,90,88,93,20,39,186,600,3,0,52,50,70,false,50,50
690967,Midfielder,69,90,89,93,20,39,35,600,2,0,52,50,70,false,50,50
690960,Defender,75,90,87,94,20,39,43,600,0,0,52,50,70,false,50,50
690961,Forward,64,92,90,95,20,39,177,600,2,0,54,50,70,false,50,50
690962,Midfielder,74,90,86,93,20,39,43,600,5,0,52,50,70,false,50,50
690963,Defender,76,91,87,94,20,39,70,600,1,0,51,50,70,false,50,50
690972,Forward,63,90,89,93,20,39,167,600,2,0,54,50,70,false,50,50
690973,Midfielder,75,90,84,93,20,39,28,600,1,0,53,50,70,false,50,50
690974,Defender,74,89,86,93,20,39,64,600,3,0,54,50,70,false,50,50
690975,Forward,64,90,88,92,20,39,178,600,2,0,55,50,70,false,50,50
690968,Midfielder,74,90,87,93,20,39,32,600,2,0,54,50,70,false,50,50
690969,Defender,74,91,88,94,20,39,68,600,0,0,54,50,70,false,50,50
690970,Forward,64,90,88,93,20,39,188,600,3,0,55,50,70,false,50,50
690971,Midfielder,72,93,91,96,20,39,38,600,1,0,55,50,70,false,50,50
690980,Defender,76,91,88,95,20,39,57,591,2,0,50,50,70,false,50,50
690981,Forward,64,90,88,93,20,39,178,591,5,0,50,50,70,false,50,50
690982,Midfielder,73,90,88,93,20,39,36,599,0,0,50,50,70,false,50,50
690983,Defender,74,89,86,93,20,39,54,599,1,0,50,50,70,false,50,50
690976,Forward,64,90,88,93,20,39,161,598,0,0,50,50,70,false,50,50
690977,Midfielder,75,91,88,94,20,39,33,599,4,0,50,50,70,false,50,50
690978,Defender,74,89,87,93,20,39,59,600,1,0,57,50,70,false,50,50
690979,Forward,65,91,89,94,20,39,165,600,1,0,57,50,70,false,50,50
690988,Midfielder,74,91,89,94,20,39,37,600,2,0,52,50,70,false,50,50
690989,Defender,76,91,87,94,20,39,66,600,0,0,52,50,70,false,50,50
690990,Forward,66,92,90,95,20,39,171,599,3,0,52,50,70,false,50,50
690991,Midfielder,74,90,86,93,20,39,38,600,1,0,52,50,70,false,50,50
690984,Defender,78,94,90,97,20,39,70,600,1,0,52,50,70,false,50,50
690985,Forward,63,90,88,93,20,39,147,600,3,0,52,50,70,false,50,50
690986,Midfielder,75,91,88,94,20,39,34,600,2,0,52,50,70,false,50,50
690987,Defender,77,93,89,96,20,39,63,600,1,0,52,50,70,false,50,50
690996,Forward,64,90,89,93,20,39,183,594,3,0,53,50,70,false,50,50
690997,Midfielder,77,94,90,97,20,39,25,597,3,0,53,50,70,false,50,50
690998,Defender,74,93,90,96,20,39,67,598,4,0,50,50,70,false,50,50
690999,Forward,63,90,89,93,20,39,184,597,5,0,49,50,70,false,50,50
690992,Midfielder,74,91,89,94,20,39,32,600,2,0,53,50,70,false,50,50
690993,Defender,77,93,87,96,20,39,48,600,3,0,53,50,70,false,50,50
690994,Forward,65,91,89,94,20,39,198,600,2,0,50,50,70,false,50,50
690995,Midfielder,74,90,88,93,20,39,31,600,0,0,49,50,70,false,50,50
691004,Defender,74,90,87,93,20,39,54,600,2,0,53,50,70,false,50,50
691005,Forward,65,90,88,93,20,39,174,600,0,0,53,50,70,false,50,50
691006,Midfielder,72,94,92,96,20,39,37,599,2,0,52,50,70,false,50,50
691007,Defender,73,90,87,93,20,39,72,600,3,0,52,50,70,false,50,50
691000,Forward,64,90,88,93,20,39,165,600,0,0,53,50,70,false,50,50
691001,Midfielder,74,90,83,93,20,39,23,599,1,0,53,50,70,false,50,50
691002,Defender,78,93,90,97,20,39,64,600,2,0,52,50,70,false,50,50
691003,Forward,65,91,89,94,20,39,178,598,3,0,52,50,70,false,50,50
690884,Midfielder,75,91,87,94,20,39,17,592,3,0,57,50,70,false,50,50
690885,Defender,77,93,90,96,20,39,69,593,4,0,57,50,70,false,50,50
690886,Forward,65,91,89,93,20,39,169,598,1,0,61,51,70,false,50,50
690887,Midfielder,74,91,89,93,20,39,39,599,1,0,61,51,70,false,50,50
690880,Defender,75,91,88,94,20,39,56,597,2,0,63,52,70,false,50,50
690881,Forward,65,91,89,94,20,39,189,597,1,0,63,52,70,false,50,50
690882,Midfielder,74,92,90,95,20,39,30,598,5,0,64,52,70,false,50,50
690883,Defender,76,91,88,94,20,39,70,597,4,0,64,52,70,false,50,50
690892,Forward,63,87,85,90,20,39,178,598,1,0,63,52,70,false,50,50
690893,Midfielder,76,94,92,97,20,39,31,599,1,0,63,52,70,false,50,50
690894,Defender,77,93,88,96,20,39,58,595,1,0,62,51,70,false,50,50
690895,Forward,64,89,88,92,20,39,170,594,4,0,61,51,70,false,50,50
690888,Midfielder,74,92,90,95,20,39,33,598,8,0,67,52,70,false,50,50
690889,Defender,76,93,90,97,20,39,59,598,4,0,67,52,70,false,50,50
690890,Forward,61,93,91,96,20,39,169,599,3,0,63,52,70,false,50,50
690891,Midfielder,75,92,87,94,20,39,37,599,2,0,64,52,70,false,50,50
690900,Defender,75,90,87,94,20,39,67,600,7,0,66,51,70,false,50,50
690901,Forward,65,91,89,93,20,39,193,600,4,0,65,51,70,false,50,50
690902,Midfielder,75,91,88,94,20,39,43,592,5,0,58,50,70,false,50,50
690903,Defender,74,89,86,93,20,39,60,591,4,0,58,50,70,false,50,50
690896,Forward,67,94,92,96,20,39,175,597,3,0,60,50,70,false,50,50
690897,Midfielder,74,90,88,93,20,39,45,597,2,0,60,50,70,false,50,50
690898,Defender,75,91,88,94,20,39,66,599,2,0,66,52,70,false,50,50
690899,Forward,64,90,88,93,20,39,174,598,1,0,66,52,70,false,50,50
690908,Midfielder,75,91,89,94,20,39,23,599,2,0,60,50,70,false,50,50
690909,Defender,75,91,88,94,20,39,53,596,3,0,59,50,70,false,50,50
690910,Forward,64,89,87,92,20,39,184,600,1,0,66,52,70,false,50,50
690911,Midfielder,75,91,87,93,20,39,27,600,2,0,67,53,70,false,50,50
690904,Defender,75,91,88,94,20,39,54,590,2,0,61,52,70,false,50,50
690905,Forward,67,93,91,96,20,39,185,591,4,0,62,52,70,false,50,50
690906,Midfielder,76,94,92,96,20,39,30,600,1,0,69,55,70,false,50,50
690907,Defender,73,89,86,93,20,39,55,600,2,0,70,55,70,false,50,50
690916,Forward,67,93,91,96,20,39,193,540,4,0,51,50,70,false,50,50
690917,Midfielder,73,90,88,93,20,39,38,540,5,0,51,50,70,false,50,50
690918,Defender,78,93,90,96,20,39,72,533,1,0,48,50,70,false,50,50
690919,Forward,66,93,91,96,20,39,190,532,5,0,48,50,70,false,50,50
690912,Midfielder,76,92,89,95,20,39,38,532,1,0,46,50,70,false,50,50
690913,Defender,76,91,88,95,20,39,83,533,2,0,46,50,70,false,50,50
690914,Forward,61,93,91,95,20,39,153,545,2,0,53,50,70,false,50,50
690915,Midfielder,74,91,89,94,20,39,29,544,3,0,53,50,70,false,50,50
690924,Defender,72,89,86,93,20,39,52,526,0,0,46,50,70,false,50,50
690925,Forward,65,91,89,93,20,39,206,527,7,0,46,50,70,false,50,50
690926,Midfielder,75,91,88,93,20,39,38,530,4,0,53,50,70,false,50,50
690927,Defender,75,90,87,93,20,39,64,529,2,0,52,50,70,false,50,50
690920,Forward,65,91,88,93,20,39,163,522,3,0,46,50,70,false,50,50
690921,Midfielder,71,90,88,92,20,39,32,523,3,0,46,50,70,false,50,50
690922,Defender,71,92,89,95,20,39,54,530,2,0,48,50,70,false,50,50
690923,Forward,63,88,86,91,20,39,174,530,1,0,48,50,70,false,50,50
690932,Midfielder,73,89,87,91,20,39,29,546,3,0,47,50,70,false,50,50
690933,Defender,76,91,86,95,20,39,54,547,1,0,47,50,70,false,50,50
690934,Forward,65,91,89,93,20,39,188,534,0,0,47,50,70,false,50,50
690935,Midfielder,72,92,90,95,20,39,24,533,5,0,47,50,70,false,50,50
690928,Defender,75,90,85,93,20,39,63,537,3,0,46,50,70,false,50,50
690929,Forward,64,90,88,93,20,39,185,538,3,0,46,50,70,false,50,50
690930,Midfielder,74,90,88,93,20,39,29,535,1,0,46,50,70,false,50,50
690931,Defender,74,91,88,94,20,39,66,535,3,0,47,50,70,false,50,50
690940,Forward,63,90,88,93,20,39,190,529,2,0,46,50,70,false,50,50
690941,Midfielder,74,90,88,93,20,39,31,530,3,0,46,50,70,false,50,50
690942,Defender,74,91,88,94,20,39,50,531,2,0,46,50,70,false,50,50
690943,Forward,64,90,88,93,20,39,173,530,1,0,47,50,70,false,50,50
690936,Midfielder,74,90,88,93,20,39,26,524,1,0,46,50,70,false,50,50
690937,Defender,78,93,86,96,20,39,67,522,4,0,46,50,70,false,50,50
690938,Forward,63,93,92,96,20,39,175,525,2,0,47,50,70,false,50,50
690939,Midfielder,77,93,85,96,20,39,37,528,6,0,47,50,70,false,50,50
690820,Defender,75,93,90,97,20,39,57,600,1,0,61,51,70,false,50,50
690821,Forward,64,90,88,93,20,39,172,600,1,0,60,50,70,false,50,50
690822,Midfielder,73,91,89,94,20,39,28,600,1,0,70,58,70,false,50,50
690823,Defender,74,90,87,93,20,39,60,600,1,0,69,57,70,false,50,50
690816,Forward,65,91,89,94,20,39,183,600,2,0,62,52,70,false,50,50
690817,Midfielder,74,90,87,93,20,39,35,600,2,0,62,51,70,false,50,50
690818,Defender,72,92,89,95,20,39,45,600,4,0,64,55,70,false,50,50
690819,Forward,63,91,89,94,20,39,152,600,2,0,64,55,70,false,50,50
690828,Midfielder,75,91,89,93,20,39,46,598,1,0,62,53,70,false,50,50
690829,Defender,78,93,88,97,20,39,64,596,3,0,61,51,70,false,50,50
690830,Forward,67,94,92,96,20,39,179,599,4,0,64,52,70,false,50,50
690831,Midfielder,74,90,85,93,20,39,35,599,3,0,64,52,70,false,50,50
690824,Defender,74,89,86,93,20,39,66,600,3,0,58,50,70,false,50,50
690825,Forward,63,89,87,92,20,39,179,600,3,0,58,50,70,false,50,50
690826,Midfielder,77,94,86,97,20,39,37,599,1,0,64,54,70,false,50,50
690827,Defender,75,90,88,94,20,39,46,598,0,0,65,54,70,false,50,50
690836,Forward,63,90,88,93,20,39,171,600,4,0,64,54,70,false,50,50
690837,Midfielder,74,90,87,93,20,39,29,600,3,0,64,53,70,false,50,50
690838,Defender,74,89,87,93,20,39,56,600,2,0,59,50,70,false,50,50
690839,Forward,65,91,89,94,20,39,170,600,3,0,57,50,70,false,50,50
690832,Midfielder,75,91,87,94,20,39,40,600,0,0,54,50,70,false,50,50
690833,Defender,75,90,87,94,20,39,67,600,2,0,55,50,70,false,50,50
690834,Forward,66,92,90,95,20,39,175,600,1,0,63,51,70,false,50,50
690835,Midfielder,75,91,89,94,20,39,29,600,4,0,63,52,70,false,50,50
690844,Defender,75,90,87,93,20,39,60,600,1,0,59,50,70,false,50,50
690845,Forward,67,94,92,97,20,39,205,600,2,0,58,50,70,false,50,50
690846,Midfielder,71,89,87,92,20,39,37,600,2,0,61,51,70,false,50,50
690847,Defender,71,93,89,96,20,39,55,600,3,0,60,50,70,false,50,50
690840,Forward,66,92,90,95,20,39,169,594,3,0,57,50,70,false,50,50
690841,Midfielder,73,89,82,92,20,39,41,594,1,0,56,50,70,false,50,50
690842,Defender,75,90,87,94,20,39,65,600,3,0,65,52,70,false,50,50
690843,Forward,66,92,90,95,20,39,171,600,3,0,65,52,70,false,50,50
690852,Midfielder,77,93,88,96,20,39,37,573,1,0,51,50,70,false,50,50
690853,Defender,75,90,86,93,20,39,61,573,2,0,50,50,70,false,50,50
690854,Forward,64,90,88,93,20,39,175,573,4,0,48,50,70,false,50,50
690855,Midfielder,74,90,88,93,20,39,25,571,2,0,48,50,70,false,50,50
690848,Defender,77,93,90,96,20,39,60,570,2,0,47,50,70,false,50,50
690849,Forward,65,91,89,94,20,39,186,569,2,0,47,50,70,false,50,50
690850,Midfielder,76,92,90,95,20,39,43,574,5,0,54,50,70,false,50,50
690851,Defender,73,92,89,95,20,39,52,574,5,0,54,50,70,false,50,50
690860,Forward,62,90,88,92,20,39,149,567,1,0,48,50,70,false,50,50
690861,Midfielder,75,91,87,94,20,39,35,566,5,0,48,50,70,false,50,50
690862,Defender,71,92,89,96,20,39,51,570,2,0,51,50,70,false,50,50
690863,Forward,64,90,88,93,20,39,182,568,2,0,51,50,70,false,50,50
690856,Midfielder,74,90,87,93,20,39,43,562,3,0,48,50,70,false,50,50
690857,Defender,75,91,88,94,20,39,68,563,4,0,48,50,70,false,50,50
690858,Forward,62,92,90,94,20,39,162,562,1,0,50,50,70,false,50,50
690859,Midfielder,74,90,88,93,20,39,42,562,4,0,52,50,70,false,50,50
690868,Defender,76,93,90,96,20,39,60,575,3,0,46,50,70,false,50,50
690869,Forward,64,89,87,92,20,39,172,574,2,0,47,50,70,false,50,50
690870,Midfielder,75,91,88,94,20,39,38,566,4,0,50,50,70,false,50,50
690871,Defender,76,91,87,94,20,39,59,566,3,0,50,50,70,false,50,50
690864,Forward,66,92,90,95,20,39,184,572,3,0,48,50,70,false,50,50
690865,Midfielder,73,91,89,94,20,39,31,574,2,0,48,50,70,false,50,50
690866,Defender,74,92,89,95,20,39,67,574,2,0,46,50,70,false,50,50
690867,Forward,64,91,89,93,20,39,180,571,0,0,46,50,70,false,50,50
690876,Midfielder,73,89,87,92,20,39,23,572,3,0,48,50,70,false,50,50
690877,Defender,75,90,87,93,20,39,49,573,1,0,48,50,70,false,50,50
690878,Forward,64,91,89,94,20,39,182,567,2,0,47,50,70,false,50,50
690879,Midfielder,75,91,89,94,20,39,36,570,3,0,47,50,70,false,50,50
690872,Defender,72,91,88,94,20,39,66,563,2,0,46,50,70,false,50,50
690873,Forward,64,89,87,92,20,39,158,562,2,0,47,50,70,false,50,50
690874,Midfielder,74,90,88,93,20,39,41,557,2,0,49,50,70,false,50,50
690875,Defender,75,90,87,94,20,39,46,557,1,0,49,50,70,false,50,50
690756,Forward,63,91,89,94,20,39,163,600,1,0,52,50,70,false,50,50
690757,Midfielder,73,90,88,93,20,39,22,600,1,0,53,50,70,false,50,50
690758,Defender,75,90,87,94,20,39,59,600,1,0,56,50,70,false,50,50
690759,Forward,64,89,87,92,20,39,168,600,4,0,57,50,70,false,50,50
690752,Midfielder,75,92,90,95,20,39,35,600,1,0,49,50,70,false,50,50
690753,Defender,78,94,91,97,20,39,52,600,1,0,50,50,70,false,50,50
690754,Forward,64,89,86,91,20,39,166,600,3,0,50,50,70,false,50,50
690755,Midfielder,74,90,87,93,20,39,33,600,5,0,50,50,70,false,50,50
690764,Defender,75,92,88,95,20,39,68,600,1,0,53,50,70,false,50,50
690765,Forward,67,93,91,96,20,39,195,600,2,0,56,50,70,false,50,50
690766,Midfielder,75,92,89,94,20,39,28,600,1,0,53,50,70,false,50,50
690767,Defender,75,92,88,95,20,39,53,600,1,0,53,50,70,false,50,50
690760,Forward,67,93,91,96,20,39,193,600,4,0,52,50,70,false,50,50
690761,Midfielder,75,91,87,94,20,39,34,600,3,0,53,50,70,false,50,50
690762,Defender,71,90,87,93,20,39,58,600,2,0,51,50,70,false,50,50
690763,Forward,64,90,88,93,20,39,173,600,0,0,50,50,70,false,50,50
690772,Midfielder,75,91,88,94,20,39,39,600,3,0,56,50,70,false,50,50
690773,Defender,75,93,90,97,20,39,55,600,1,0,55,50,70,false,50,50
690774,Forward,63,93,92,96,20,39,176,600,1,0,55,50,70,false,50,50
690775,Midfielder,73,89,85,92,20,39,35,600,1,0,56,50,70,false,50,50
690768,Defender,77,92,88,96,20,39,63,600,1,0,52,50,70,false,50,50
690769,Forward,62,92,90,95,20,39,174,600,1,0,52,50,70,false,50,50
690770,Midfielder,75,91,89,94,20,39,28,600,2,0,52,50,70,false,50,50
690771,Defender,75,90,87,94,20,39,53,600,2,0,52,50,70,false,50,50
690780,Forward,63,89,87,92,20,39,169,600,2,0,72,56,70,false,50,50
690781,Midfielder,71,89,87,92,20,39,29,600,2,0,73,57,70,false,50,50
690782,Defender,75,92,88,95,20,39,58,600,3,0,63,51,70,false,50,50
690783,Forward,63,89,87,92,20,39,168,600,2,0,65,51,70,false,50,50
690776,Midfielder,75,91,89,94,20,39,28,600,1,0,64,51,70,false,50,50
690777,Defender,74,90,87,93,20,39,46,600,0,0,65,51,70,false,50,50
690778,Forward,64,90,88,93,20,39,160,600,2,0,53,50,70,false,50,50
690779,Midfielder,74,93,91,96,20,39,38,600,1,0,53,50,70,false,50,50
690788,Defender,75,92,88,95,20,39,53,580,2,0,45,50,70,false,50,50
690789,Forward,65,91,89,94,20,39,193,579,2,0,45,50,70,false,50,50
690790,Midfielder,77,94,91,97,20,39,34,581,0,0,44,50,70,false,50,50
690791,Defender,74,89,86,92,20,39,56,582,1,0,44,50,70,false,50,50
690784,Forward,65,91,89,94,20,39,188,585,1,0,50,50,70,false,50,50
690785,Midfielder,75,91,88,94,20,39,26,585,2,0,50,50,70,false,50,50
690786,Defender,75,92,88,95,20,39,68,580,2,0,45,50,70,false,50,50
690787,Forward,64,91,89,94,20,39,160,580,2,0,46,50,70,false,50,50
690796,Midfielder,74,90,86,93,20,39,36,582,1,0,43,50,70,false,50,50
690797,Defender,75,91,88,94,20,39,55,583,6,0,45,50,70,false,50,50
690798,Forward,63,89,87,92,20,39,164,575,0,0,47,50,70,false,50,50
690799,Midfielder,75,91,87,94,20,39,27,574,1,0,47,50,70,false,50,50
690792,Defender,72,90,87,93,20,39,73,588,3,0,45,50,70,false,50,50
690793,Forward,66,93,91,95,20,39,187,584,2,0,45,50,70,false,50,50
690794,Midfielder,70,87,85,89,20,39,26,592,5,0,45,50,70,false,50,50
690795,Defender,74,90,87,93,20,39,51,592,2,0,45,50,70,false,50,50
690804,Forward,63,89,87,92,20,39,184,580,1,0,44,50,70,false,50,50
690805,Midfielder,77,93,89,96,20,39,30,580,4,0,44,50,70,false,50,50
690806,Defender,78,93,88,97,20,39,68,584,1,0,46,50,70,false,50,50
690807,Forward,65,93,91,96,20,39,157,585,3,0,45,50,70,false,50,50
690800,Midfielder,75,91,88,94,20,39,32,587,4,0,49,50,70,false,50,50
690801,Defender,76,91,85,95,20,39,59,588,5,0,49,50,70,false,50,50
690802,Forward,66,93,91,95,20,39,168,582,1,0,52,50,70,false,50,50
690803,Midfielder,75,91,87,94,20,39,26,581,1,0,51,50,70,false,50,50
690812,Defender,76,92,87,95,20,39,57,586,2,0,45,50,70,false,50,50
690813,Forward,63,91,89,94,20,39,166,587,2,0,43,50,70,false,50,50
690814,Midfielder,73,89,86,92,20,39,20,577,1,0,43,50,70,false,50,50
690815,Defender,76,92,89,95,20,39,59,579,2,0,43,50,70,false,50,50
690808,Forward,66,92,90,95,20,39,195,592,1,0,51,50,70,false,50,50
690809,Midfielder,73,89,87,92,20,39,30,592,3,0,52,50,70,false,50,50
690810,Defender,73,90,87,94,20,39,61,581,5,0,47,50,70,false,50,50
690811,Forward,67,94,92,96,20,39,191,581,8,0,47,50,70,false,50,50
690692,Midfielder,77,94,87,97,20,39,36,599,3,0,49,50,70,false,50,50
690693,Defender,73,93,90,97,20,39,53,600,6,0,49,50,70,false,50,50
690694,Forward,64,90,88,93,20,39,173,600,2,0,50,50,70,false,50,50
690695,Midfielder,74,94,92,97,20,39,33,600,2,0,50,50,70,false,50,50
690688,Defender,76,91,87,94,20,39,68,599,5,0,48,50,70,false,50,50
690689,Forward,67,93,91,96,20,39,212,599,2,0,48,50,70,false,50,50
690690,Midfielder,74,91,89,94,20,39,29,598,2,0,48,50,70,false,50,50
690691,Defender,74,90,87,94,20,39,53,598,3,0,48,50,70,false,50,50
690700,Forward,64,90,88,93,20,39,172,598,5,0,50,50,70,false,50,50
690701,Midfielder,73,89,87,92,20,39,37,598,4,0,51,50,70,false,50,50
690702,Defender,77,92,87,95,20,39,51,596,1,0,49,50,70,false,50,50
690703,Forward,65,94,92,96,20,39,179,596,4,0,49,50,70,false,50,50
690696,Midfielder,76,92,90,95,20,39,33,600,6,0,46,50,70,false,50,50
690697,Defender,74,89,86,93,20,39,65,600,3,0,46,50,70,false,50,50
690698,Forward,63,90,89,93,20,39,168,600,4,0,46,50,70,false,50,50
690699,Midfielder,74,90,88,93,20,39,41,600,4,0,46,50,70,false,50,50
690708,Defender,78,93,86,96,20,39,54,600,3,0,53,50,70,false,50,50
690709,Forward,67,94,92,97,20,39,194,600,4,0,53,50,70,false,50,50
690710,Midfielder,76,92,89,95,20,39,24,600,1,0,53,50,70,false,50,50
690711,Defender,73,89,86,93,20,39,42,599,3,0,53,50,70,false,50,50
690704,Forward,65,91,89,94,20,39,180,597,3,0,50,50,70,false,50,50
690705,Midfielder,72,90,88,93,20,39,34,598,5,0,50,50,70,false,50,50
690706,Defender,74,89,86,93,20,39,62,594,3,0,50,50,70,false,50,50
690707,Forward,65,90,88,93,20,39,180,594,3,0,50,50,70,false,50,50
690716,Midfielder,74,90,87,93,20,39,27,600,2,0,53,50,70,false,50,50
690717,Defender,76,91,86,94,20,39,74,600,4,0,53,50,70,false,50,50
690718,Forward,65,91,89,93,20,39,181,600,4,0,53,50,70,false,50,50
690719,Midfielder,73,90,88,93,20,39,31,600,1,0,53,50,70,false,50,50
690712,Defender,75,91,88,94,20,39,53,600,1,0,51,50,70,false,50,50
690713,Forward,63,87,85,90,20,39,172,600,5,0,50,50,70,false,50,50
690714,Midfielder,72,93,91,96,20,39,28,597,5,0,51,50,70,false,50,50
690715,Defender,73,89,86,93,20,39,43,596,4,0,50,50,70,false,50,50
690724,Forward,66,93,91,96,20,39,172,586,2,0,46,50,70,false,50,50
690725,Midfielder,75,91,88,93,20,39,37,586,6,0,46,50,70,false,50,50
690726,Defender,74,93,90,96,20,39,52,574,2,0,47,50,70,false,50,50
690727,Forward,64,91,89,93,20,39,194,574,2,0,47,50,70,false,50,50
690720,Midfielder,76,92,87,95,20,39,34,584,3,0,50,50,70,false,50,50
690721,Defender,74,89,86,93,20,39,62,583,3,0,50,50,70,false,50,50
690722,Forward,65,91,89,93,20,39,200,585,4,0,51,50,70,false,50,50
690723,Midfielder,74,93,91,96,20,39,23,587,2,0,51,50,70,false,50,50
690732,Defender,74,89,86,93,20,39,61,578,2,0,44,50,70,false,50,50
690733,Forward,63,90,89,93,20,39,164,579,5,0,44,50,70,false,50,50
690734,Midfielder,73,89,87,92,20,39,27,571,1,0,44,50,70,false,50,50
690735,Defender,75,90,85,93,20,39,49,571,3,0,44,50,70,false,50,50
690728,Forward,64,90,88,93,20,39,164,589,2,0,51,50,70,false,50,50
690729,Midfielder,73,88,84,91,20,39,37,589,2,0,51,50,70,false,50,50
690730,Defender,75,93,90,97,20,39,54,575,3,0,46,50,70,false,50,50
690731,Forward,65,91,89,94,20,39,180,576,3,0,46,50,70,false,50,50
690740,Midfielder,74,90,88,93,20,39,26,580,4,0,46,50,70,false,50,50
690741,Defender,74,89,87,93,20,39,50,580,1,0,46,50,70,false,50,50
690742,Forward,66,93,91,95,20,39,190,572,1,0,43,50,70,false,50,50
690743,Midfielder,74,92,90,95,20,39,23,574,1,0,44,50,70,false,50,50
690736,Defender,75,90,85,93,20,39,54,584,4,0,53,50,70,false,50,50
